name,profile,position,class,height,weight,high_school,hometown,rating,nil_value,status,last_team,new_team
Garwey Dual,https://www.on3.com/db/garwey-dual-155406/,CG,SO,6-5,175,So Cal Academy,"(Carmel, IN)",90.00,,Entered,Seton Hall,McNeese State
Moustapha Thiam,https://www.on3.com/db/moustapha-thiam-236038/,C,FR,7-1,200,DME Academy,(Dakar),97.17,$1.7M,Entered,UCF,Cincinnati
Maxim Logue,https://www.on3.com/db/maxim-logue-245556/,PF,FR,6-9,215,France,(Paris),,,Committed,Oregon State,Florida Atlantic Owls
Nic McClain,https://www.on3.com/db/nic-mcclain-250337/,SG,RS-JR,6-3,200,Suwannee,"(Jennings, FL)",88.00,,Committed,Eastern Washington,Belmont University Bruins
Khaman Maker,https://www.on3.com/db/khaman-maker-158736/,C,FR,7-1,215,Trinity International Schools,"(Las Vegas, NV)",91.57,,Entered,St. John's,DePaul
Kasen Jennings,https://www.on3.com/db/kasen-jennings-144856/,CG,SR,6-3,202,The Heritage School,"(Newnan, GA)",,,Committed,USF,Appalachian State Mountaineers
Mekhi Mason,https://www.on3.com/db/mekhi-mason-150178/,SG,JR,6-2,175,Compass Prep,"(Chandler, AZ)",92.27,,Committed,Washington,Wake Forest Demon Deacons
Lu'Cye Patterson,https://www.on3.com/db/lucye-patterson-80282/,PG,SR,6-2,195,Brooklyn Center Secondary,"(Minneapolis, MN)",89.00,,Entered,Minnesota,N/A
Isaiah Swope,https://www.on3.com/db/isaiah-swope-241789/,PG,SR,5-10,170,Castle,"(Newburgh, IN)",93.97,,Entered,Saint Louis,N/A
PJay Smith,https://www.on3.com/db/pjay-smith-250635/,PG,SR,6-0,175,Goodpasture Christian School,"(LaVergne, TN)",,,Entered,Furman,N/A
Oziyah Sellers,https://www.on3.com/db/oziyah-sellers-94843/,SG,JR,6-5,160,Southern California Academy,"(Castaic, CA)",90.25,,Committed,Stanford,St. John's Red Storm
Sean Durugordon,https://www.on3.com/db/sean-durugordon-105402/,SF,SR,6-7,215,Putnam Science Academy,"(Queensbury, NY)",93.78,,Entered,Old Dominion,N/A
Taye Fields,https://www.on3.com/db/taye-fields-250699/,SG,SR,6-4,212,Lee,"(Huntsville, AL)",94.88,,Entered,North Alabama,N/A
Dan Skillings Jr.,https://www.on3.com/db/dan-skillings-jr-147160/,SG,JR,6-5,180,Roman Catholic,"(Philadelphia, PA)",91.74,,Committed,Cincinnati,Baylor Bears
Damari Monsanto,https://www.on3.com/db/damari-monsanto-28430/,SG,RS-SR,6-6,225,Western,"(Fort Lauderdale, FL)",90.20,,Entered,UTSA,N/A
Jaiden Glover,https://www.on3.com/db/jaiden-glover-175924/,SG,FR,6-4,190,The Patrick School,"(Brooklyn, NY)",92.73,,Entered,St. John's,N/A
Robert Cowherd,https://www.on3.com/db/robert-cowherd-100993/,SG,JR,6-5,195,Southern California Academy,"(Loganville, GA)",89.00,,Entered,Ole Miss,N/A
Dug McDaniel,https://www.on3.com/db/dug-mcdaniel-39315/,PG,JR,5-11,167,Paul VI Catholic,"(Fairfax, VA)",93.82,,Entered,Kansas State,Memphis
Malique Ewin,https://www.on3.com/db/malique-ewin-82083/,PF,JR,6-10,220,Berkmar,"(Lilburn, GA)",94.41,,Committed,Florida State,Arkansas Razorbacks
Kam Craft,https://www.on3.com/db/kam-craft-147637/,SG,JR,6-5,180,The Skill Factory,"(Atlanta, GA)",91.23,,Committed,Miami (OH),Georgia Tech Yellow Jackets
Josh Reed,https://www.on3.com/db/josh-reed-67501/,SG,JR,6-6,195,Pace Academy,"(Atlanta, GA)",89.00,,Committed,Cincinnati,Penn State Nittany Lions
Drayton Jones,https://www.on3.com/db/drayton-jones-158434/,C,FR,6-10,240,Oak Hill Academy,"(Houston, TX)",92.82,,Committed,South Carolina State,Butler Bulldogs
Nick Pringle,https://www.on3.com/db/nick-pringle-147577/,PF,SR,6-10,220,Whale Branch,"(Dodge City, KS)",93.24,,Committed,South Carolina,Arkansas Razorbacks
Lamar Wilkerson,https://www.on3.com/db/lamar-wilkerson-241674/,SG,SR,6-4,205,Ashdown,"(Ashdown, AR)",95.76,,Committed,Sam Houston State,Indiana Hoosiers
Koren Johnson,https://www.on3.com/db/koren-johnson-145349/,PG,JR,6-2,175,Wasatch Academy,"(Seattle, WA)",91.23,,Committed,Louisville,Ole Miss Rebels
Jasper Floyd,https://www.on3.com/db/jasper-floyd-250622/,SG,SR,6-3,195,Wharton,"(Tampa, FL)",,,Committed,North Texas,West Virginia Mountaineers
AJ Storr,https://www.on3.com/db/aj-storr-2235/,SG,JR,6-5,180,Bishop Gorman,"(Rockford, IL)",93.71,,Committed,Kansas,Ole Miss Rebels
Isaiah Miranda,https://www.on3.com/db/isaiah-miranda-49641/,PF,JR,7-1,205,Southern California Academy,"(Pawtucket, RI)",89.00,,Entered,Wisconsin Green Bay,N/A
Vincent Brady,https://www.on3.com/db/vincent-brady-119700/,SG,JR,6-4,185,Cathedral,"(Indianapolis, IN)",90.00,,Committed,Missouri State University,High Point Panthers
Mustapha Amzil,https://www.on3.com/db/mustapha-amzil-90557/,PF,RS-SR,6-9,215,First Love Christian Academy,"(Washington, PA)",,,Entered,New Mexico,N/A
KeShawn Murphy,https://www.on3.com/db/keshawn-murphy-73805/,PF,RS-JR,6-10,235,Ramsay,"(Birmingham, AL)",95.31,,Committed,Mississippi State,Auburn Tigers
Brady Dunlap,https://www.on3.com/db/brady-dunlap-11856/,SF,SO,6-7,180,Harvard-Westlake,"(Studio City, CA)",90.92,,Committed,St. John's,Saint Louis Billikens
Mike James,https://www.on3.com/db/mike-james-144930/,SF,RS-JR,6-6,195,Oak Ridge,"(Orlando, FL)",90.43,,Committed,NC State,Vanderbilt Commodores
Ketron Shaw,https://www.on3.com/db/ketron-shaw-250314/,SG,JR,6-5,190,Mooresville,"(Charlotte, NC)",89.00,,Committed,Maryland Eastern Shore,Old Dominion Monarchs
Jamichael Stillwell,https://www.on3.com/db/jamichael-stillwell-250082/,PF,JR,6-8,225,Elevation Prep,"(Atlanta, GA)",93.88,,Committed,Wisconsin Milwaukee,UCF Knights
Kaleb Smith,https://www.on3.com/db/kaleb-smith-250615/,PF,SO,6-9,200,Damien,"(Rancho Cucamonga, CA)",,,Entered,University of California Riverside,N/A
Jordan Derkack,https://www.on3.com/db/jordan-derkack-241484/,SF,JR,6-5,205,SPIRE Academy,"(Colonia, NJ)",88.00,,Committed,Rutgers,Dayton Flyers
Jason Drake,https://www.on3.com/db/jason-drake-57513/,CG,JR,6-2,180,St. Mary's,"(West Bloomfield, MI)",89.00,,Entered,Drexel,Indiana
Layne Taylor,https://www.on3.com/db/layne-taylor-237868/,PG,FR,5-9,175,Farmington,"(Farmington, AR)",90.00,,Committed,Central Arkansas,Murray State Racers
Xander Alarie,https://www.on3.com/db/xander-alarie-244943/,SF,FR,6-8,195,St Andrews Episcopal School,"(Potomac, MD)",,,Committed,Miami,Northeastern Huskies
Sammie Yeanay,https://www.on3.com/db/sammie-yeanay-156610/,PF,FR,6-9,220,Compass Prep,"(Gainesville, FL)",92.25,,Committed,Grand Canyon University,California Golden Bears
Jaron Pierre,https://www.on3.com/db/jaron-pierre-154951/,SF,-,6-4,182,St. Augustine,"(New Orleans, LA)",93.68,,Committed,Jacksonville State,SMU Mustangs
Khamari McGriff,https://www.on3.com/db/khamari-mcgriff-250338/,PF,RS-JR,6-9,210,James Rickards,"(Tallahassee, FL)",89.00,,Committed,University of North Carolina Wilmington,Kansas State Wildcats
Ahmad Nowell,https://www.on3.com/db/ahmad-nowell-1887/,SG,FR,6-0,185,Imhotep Institute,"(Philadelphia, PA)",90.93,,Committed,Connecticut,VCU Rams
Myles Che,https://www.on3.com/db/myles-che-177429/,SG,SO,6-3,185,The Skill Factory,"(Atlanta, GA)",89.00,,Entered,University of California Irvine,N/A
Kevin Patton Jr.,https://www.on3.com/db/kevin-patton-jr-147223/,CG,SO,6-6,190,Rancho Christian,"(Chandler, AZ)",89.25,,Committed,USC,New Mexico Lobos
Jalen Hampton,https://www.on3.com/db/jalen-hampton-154955/,SF,JR,6-6,185,Link Year Prep,"(Branson, MO)",,,Committed,Missouri State University,Arkansas State Red Wolves
Guillermo Diaz Graham,https://www.on3.com/db/guillermo-diaz-graham-150581/,PF,JR,7-0,205,IMG Academy,"(Bradenton, FL)",91.19,,Committed,Pittsburgh,University of San Francisco Dons
Julius Thedford,https://www.on3.com/db/julius-thedford-242772/,SG,FR,6-3,180,Whitehaven,"(Memphis, TN)",,,Committed,Western Kentucky,Memphis Tigers
Austin Parks,https://www.on3.com/db/austin-parks-147233/,C,SO,6-10,240,Memorial,"(Saint Marys, OH)",87.50,,Committed,Ohio State,Toledo Rockets
John Bol,https://www.on3.com/db/john-bol-150955/,PF,FR,7-2,190,Overtime Elite,(Boma),90.39,,Committed,Ole Miss,UCF Knights
Zion Stanford,https://www.on3.com/db/zion-stanford-158452/,SF,SO,6-5,195,West Catholic Prep High School,"(Philadelphia, PA)",82.25,,Committed,Temple,Villanova Wildcats
Asa Thomas,https://www.on3.com/db/asa-thomas-147248/,SF,SO,6-7,185,Lake Forest,"(Lake Forest, IL)",86.17,,Committed,Clemson,Furman Paladins
Xzayvier Brown,https://www.on3.com/db/xzayvier-brown-122277/,PG,SO,6-1,175,Roman Catholic,"(Philadelphia, PA)",84.25,,Entered,Saint Joseph's University,Oklahoma
Javon Jackson,https://www.on3.com/db/javon-jackson-241702/,PG,JR,6-3,190,C.E. King,"(Houston, TX)",87.00,,Committed,Illinois Chicago,Murray State Racers
Masai Troutman,https://www.on3.com/db/masai-troutman-84686/,SF,JR,6-5,180,St Andrews Episcopal School,"(Potomac, MD)",89.00,,Committed,Northeastern,George Mason Patriots
Nakyel Shelton,https://www.on3.com/db/nakyel-shelton-250274/,SG,JR,6-3,180,Schurz,"(Chicago, IL)",,,Committed,Indiana State,Loyola Marymount Lions
Jake Wahlin,https://www.on3.com/db/jake-wahlin-53927/,PF,SO,6-7,180,Timpview,"(Provo, UT)",89.00,,Committed,Utah,Clemson Tigers
Yohan Traore,https://www.on3.com/db/yohan-traore-122375/,PF,JR,6-10,225,Dream City Christian,"(Napa, CA)",90.00,,Entered,SMU,N/A
Gavin Walsh,https://www.on3.com/db/gavin-walsh-250225/,SF,SO,6-8,225,Loyola Blakefield,"(Baltimore, MD)",90.96,,Committed,Binghamton University,University of North Carolina Wilmington Seahawks
Kevin Overton,https://www.on3.com/db/kevin-overton-176075/,SG,SO,6-3,180,Sunrise Christian Academy,"(Wichita, KS)",92.69,,Entered,Texas Tech,Auburn
Caden Powell,https://www.on3.com/db/caden-powell-16749/,PF,JR,6-9,210,Midway,"(Waco, TX)",82.75,,Committed,Rice,Baylor Bears
Townsend Tripple,https://www.on3.com/db/townsend-tripple-237465/,PF,SO,6-8,200,Rocky Mountain,"(Meridian, ID)",,,Entered,BYU,N/A
Malachi Smith,https://www.on3.com/db/malachi-smith-81458/,CG,RS-JR,6-0,155,St. Raymond For Boys,"(Bronx, NY)",91.91,,Committed,Dayton,Connecticut Huskies
Brendan Hausen,https://www.on3.com/db/brendan-hausen-13722/,SG,JR,6-4,180,Amarillo,"(Amarillo, TX)",94.78,,Committed,Kansas State,Iowa Hawkeyes
Breon Pass,https://www.on3.com/db/breon-pass-14039/,PG,SR,6-0,175,Reidsville,"(Reidsville, NC)",,,Entered,NC State,N/A
Damarco Minor,https://www.on3.com/db/damarco-minor-241434/,PG,SR,6-0,190,Thornton Township,"(Chicago, IL)",90.00,,Committed,Oregon State,Pittsburgh Panthers
Yacine Toumi,https://www.on3.com/db/yacine-toumi-242146/,PF,SR,6-8,215,Lee Academy,(Meudon),89.00,,Entered,Seton Hall,N/A
Adam Miller,https://www.on3.com/db/adam-miller-1263/,PG,RS-SR,6-3,190,Morgan Park HS,"(Chicago, IL)",92.95,,Entered,Arizona State,N/A
C.J. Anthony,https://www.on3.com/db/cj-anthony-16354/,PG,SR,5-11,180,Harvest Preparatory School,"(Columbus, OH)",,,Entered,Cincinnati,N/A
Tre Dinkins,https://www.on3.com/db/tre-dinkins-241399/,CG,SR,6-2,190,Cardinal O'Hara,"(Chester, PA)",91.39,,Committed,Duquesne,George Washington University Colonials
Jalen Pitre,https://www.on3.com/db/jalen-pitre-54459/,PF,JR,6-7,200,Woodstock Academy,"(Long Beach, CA)",,,Committed,Sacramento State,Tennessee State Tigers
Lassina Traore,https://www.on3.com/db/lassina-traore-200136/,PF,SR,6-10,230,Victory Rock Prep,(Abidjan),92.73,,Committed,Xavier,Texas Longhorns
Baye Fall,https://www.on3.com/db/baye-fall-9430/,PF,SO,6-10,205,Accelerated Schools Aka Family Services Found,"(Denver, CO)",90.00,,Entered,Kansas State,N/A
Chansey Willis Jr.,https://www.on3.com/db/chansey-willis-jr-250557/,PG,JR,6-2,190,Martin Luther King,"(Detroit, MI)",,,Committed,Western Michigan,Minnesota Golden Gophers
Ugonna Onyenso,https://www.on3.com/db/ugonna-onyenso-150588/,C,JR,6-11,225,Putnam Science Academy,"(Putnam, CT)",97.32,,Entered,Kansas State,Virginia
Izaiah Pasha,https://www.on3.com/db/izaiah-pasha-158445/,PG,FR,6-4,180,St. Thomas More (Prep),"(Springfield, PA)",92.66,,Committed,Delaware,Virginia Tech Hokies
Kayde Dotson,https://www.on3.com/db/kayde-dotson-152459/,CG,FR,6-1,175,Beaumont United,"(Beaumont, TX)",,,Committed,New Mexico,Loyola (Chi) Ramblers
Joshua Ojianwuna,https://www.on3.com/db/joshua-ojianwuna-147574/,PF,JR,6-10,230,NBA Global Academy,"(Nashville, TN)",92.77,,Entered,Baylor,N/A
Noah Boyde,https://www.on3.com/db/noah-boyde-238565/,PF,JR,7-0,230,St. Lucia,(Castries),,,Committed,LSU,Western Kentucky Hilltoppers
Deywilk Tavarez,https://www.on3.com/db/deywilk-tavarez-241960/,PG,SO,6-2,,Academy Of The New Church Boys School,"(Pennsauken, NJ)",89.00,,Committed,College of Charleston,Loyola (Chi) Ramblers
Matt Reed,https://www.on3.com/db/matt-reed-85689/,PF,SO,6-8,240,iSchool Entrepreneurial Academy,"(Lewisville, TX)",85.53,,Committed,Tulsa,Iona Gaels
Efrem Johnson,https://www.on3.com/db/efrem-johnson-174250/,SG,JR,6-4,180,Grissom,"(Huntsville, AL)",,,Committed,UAB,Clemson Tigers
Jarin Stevenson,https://www.on3.com/db/jarin-stevenson-150824/,PF,SO,6-8,200,Seaforth,"(Pittsboro, NC)",93.29,,Committed,Alabama,North Carolina Tar Heels
Kanon Catchings,https://www.on3.com/db/kanon-catchings-159040/,SF,FR,6-9,200,Brownsburg,"(Indianapolis, IN)",93.10,,Committed,BYU,Georgia Bulldogs
Devin Curtis,https://www.on3.com/db/devin-curtis-155484/,PF,SO,6-11,210,Southern California Academy,"(Northridge, CA)",85.53,,Entered,California,N/A
Peyton Marshall,https://www.on3.com/db/peyton-marshall-154716/,C,FR,7-0,336,Overtime Elite,"(Marietta, GA)",91.44,,Entered,Missouri,Georgia Tech
Zach Clemence,https://www.on3.com/db/zach-clemence-122639/,PF,RS-JR,6-9,230,Sunrise Christian Academy,"(San Antonio, TX)",89.00,,Committed,Kansas,Texas A&M Aggies
DJ Jefferson,https://www.on3.com/db/dj-jefferson-145525/,SF,RS-SO,6-5,207,Minnesota Preparatory Academy,"(Saint Paul, MN)",93.25,,Committed,Longwood,Gardner Webb Runnin' Bulldogs
Xavier Amos,https://www.on3.com/db/xavier-amos-147304/,PF,JR,6-8,210,Whitney Young,"(Chicago, IL)",,,Committed,Wisconsin,Loyola (Chi) Ramblers
Keeyan Itejere,https://www.on3.com/db/keeyan-itejere-145392/,PF,RS-JR,6-9,205,Grace Christian School,"(Raleigh, NC)",88.50,,Committed,Northern Kentucky,Rhode Island Rams
Blake Barkley,https://www.on3.com/db/blake-barkley-162936/,PF,SO,6-8,195,Putnam Science Academy,"(Putnam, CT)",83.00,,Committed,Northwestern,East Tennessee State Buccaneers
Langston Reynolds,https://www.on3.com/db/langston-reynolds-147726/,CG,JR,6-4,205,Colorado Prep,"(Denver, CO)",90.40,,Committed,Northern Colorado,Minnesota Golden Gophers
Al Green,https://www.on3.com/db/al-green-250597/,CG,JR,6-3,185,Franklin,"(Elk Grove, CA)",,,Committed,Louisiana Tech,UNLV Rebels
De'Shayne Montgomery,https://www.on3.com/db/deshayne-montgomery-241396/,CG,SO,6-4,190,Hargrave Military Academy (HS),"(Fort Lauderdale, FL)",90.40,,Committed,Georgia,Dayton Flyers
Shawn Phillips,https://www.on3.com/db/shawn-phillips-106944/,C,JR,7-0,245,Dream City Christian,"(Dayton, OH)",90.38,,Committed,Arizona State,Missouri Tigers
Austin Swartz,https://www.on3.com/db/austin-swartz-150883/,SG,FR,6-5,180,Cannon School,"(Concord, NC)",93.31,,Committed,Miami,Creighton Bluejays
Elijah Strong,https://www.on3.com/db/elijah-strong-158460/,PF,SO,6-8,245,Myers Park,"(Charlotte, NC)",90.44,,Committed,Boston College,South Carolina Gamecocks
Tre Holloman,https://www.on3.com/db/tre-holloman-114969/,PG,JR,6-2,175,Cretin-Derham Hall,"(Saint Paul, MN)",94.30,,Committed,Michigan State,NC State Wolfpack
Carson Towt,https://www.on3.com/db/carson-towt-206405/,PF,RS-JR,6-8,235,Gilbert,"(Gilbert, AZ)",89.00,,Committed,Northern Arizona,Notre Dame Fighting Irish
Donovan Atwell,https://www.on3.com/db/donovan-atwell-38133/,SG,JR,6-5,180,Providence Day School,"(Huntersville, NC)",81.25,,Committed,UNC Greensboro,Texas Tech Red Raiders
John Camden,https://www.on3.com/db/john-camden-63033/,SF,JR,6-8,220,Brewster Academy,"(Wolfeboro, NH)",93.31,,Committed,Delaware,California Golden Bears
Patrick Wessler,https://www.on3.com/db/patrick-wessler-95615/,C,RS-SO,7-0,255,Combine Academy,"(Charlotte, NC)",88.00,,Committed,Virginia Tech,University of North Carolina Wilmington Seahawks
Bryson Cokley,https://www.on3.com/db/bryson-cokley-174030/,SF,FR,6-5,185,Christ School,"(Whiteville, NC)",81.25,,Committed,George Mason,Elon Phoenix
Juslin Bodo Bodo,https://www.on3.com/db/juslin-bodo-bodo-156015/,C,SO,6-11,225,So Cal Academy,"(Castaic, CA)",91.23,,Committed,High Point,Baylor Bears
Jackson Fields,https://www.on3.com/db/jackson-fields-51556/,SF,JR,6-7,195,Elkins,"(Missouri City, TX)",,,Committed,Troy,West Virginia Mountaineers
Jalen Haynes,https://www.on3.com/db/jalen-haynes-54322/,PF,RS-JR,6-8,215,Montverde Academy,"(Fort Lauderdale, FL)",92.59,,Committed,George Mason,Cincinnati Bearcats
Hamad Mousa,https://www.on3.com/db/hamad-mousa-240773/,CG,FR,6-6,175,NBA Global Academy,(Doha),92.96,,Entered,Dayton,N/A
Themus Fulks,https://www.on3.com/db/themus-fulks-174205/,PG,RS-SR,6-1,175,,"(Winston Salem, NC)",90.40,,Committed,Wisconsin Milwaukee,UCF Knights
Derrion Reid,https://www.on3.com/db/derrion-reid-157938/,SF,FR,6-7,200,Prolific Prep,"(Augusta, GA)",95.65,,Entered,Alabama,N/A
LeJuan Watts,https://www.on3.com/db/lejuan-watts-242426/,SF,RS-SO,6-6,235,Bullard,"(Fresno, CA)",96.14,,Committed,Washington State,Texas Tech Red Raiders
James Okonkwo,https://www.on3.com/db/james-okonkwo-55793/,PF,SR,6-9,230,Beckley Prep Academy,"(Mount Hope, WV)",85.63,,Committed,Akron,Utah Utes
Gabriel Pozzato,https://www.on3.com/db/gabriel-pozzato-246637/,SF,FR,6-7,,NBA Global Academy,"(Rome, Rome)",95.33,,Committed,Evansville,Xavier Musketeers
Boden Kapke,https://www.on3.com/db/boden-kapke-155487/,C,SO,6-10,230,Holy Family Catholic,"(Victoria, MN)",89.00,,Committed,Butler,Boston College Eagles
Brandon Rechsteiner,https://www.on3.com/db/brandon-rechsteiner-150392/,PG,SO,6-1,185,Etowah,"(Woodstock, GA)",89.94,,Committed,Virginia Tech,Colorado State Rams
Gabe Dynes,https://www.on3.com/db/gabe-dynes-250227/,C,SO,7-3,225,Simon Kenton,"(Independence, KY)",92.88,,Committed,Youngstown State,USC Trojans
Ashton Hardaway,https://www.on3.com/db/ashton-hardaway-147236/,PF,SO,6-7,205,Sierra Canyon,"(Duncanville, TX)",89.00,,Committed,Saint Mary's College of California,Memphis Tigers
TJ Simpkins,https://www.on3.com/db/tj-simpkins-250106/,SG,SO,6-5,185,Liberty Heights Athletic Institute,"(Brooklyn, NY)",91.61,,Committed,Elon,Seton Hall Pirates
Jacari Lane,https://www.on3.com/db/jacari-lane-250363/,PG,JR,6-0,182,Lee,"(Huntsville, AL)",90.35,,Committed,North Alabama,Texas A&M Aggies
Jordan Burks,https://www.on3.com/db/jordan-burks-150275/,SF,SO,6-9,180,Hillcrest Prep,"(Decatur, AL)",89.89,,Committed,Georgetown,UCF Knights
Max Green,https://www.on3.com/db/max-green-250341/,SG,FR,6-6,182,Oldham County,"(La Grange, KY)",89.40,,Committed,Holy Cross,Northwestern Wildcats
Malik Moore,https://www.on3.com/db/malik-moore-147626/,SG,JR,6-5,185,Heritage Christian School,"(Northridge, CA)",91.99,,Committed,Montana,Xavier Musketeers
Honor Huff,https://www.on3.com/db/honor-huff-240793/,PG,RS-JR,5-10,162,Perkiomen School,"(Pennsburg, PA)",91.75,,Committed,Chattanooga,West Virginia Mountaineers
Isaiah Johnson-Arigu,https://www.on3.com/db/isaiah-johnson-arigu-235840/,SF,FR,6-7,190,Totino-Grace,"(Minneapolis, MN)",90.93,,Committed,Iowa,St. Thomas Tommies
TJ Power,https://www.on3.com/db/tj-power-113134/,SF,SO,6-8,210,Worcester Academy,"(Shrewsbury, MA)",87.50,,Committed,Virginia,Pennsylvania Quakers
Tre Carroll,https://www.on3.com/db/tre-carroll-114917/,PF,RS-JR,6-7,227,Charlotte,"(Punta Gorda, FL)",,,Committed,Florida Atlantic,Xavier Musketeers
Elijah Saunders,https://www.on3.com/db/elijah-saunders-147573/,PF,JR,6-8,220,Sunnyslope,"(Phoenix, AZ)",93.30,,Committed,Virginia,Maryland Terrapins
Isaiah Watts,https://www.on3.com/db/isaiah-watts-174954/,PG,SO,6-3,180,South Kent School,"(South Kent, CT)",91.89,,Committed,Washington State,Maryland Terrapins
Barry Dunning,https://www.on3.com/db/barry-dunning-9370/,SF,JR,6-6,205,McGill-Toolen Catholic,"(Mobile, AL)",91.41,,Committed,South Alabama,Pittsburgh Panthers
Miles Goodman,https://www.on3.com/db/miles-goodman-158747/,PF,FR,6-10,220,Southern California Academy,"(Seattle, WA)",90.58,,Committed,Penn State,Oregon Ducks
Dior Johnson,https://www.on3.com/db/dior-johnson-144078/,PG,RS-SO,6-2,180,Prolific Prep,"(Corona, CA)",89.00,,Entered,UCF,N/A
KeShawn Murphy,https://www.on3.com/db/keshawn-murphy-73805/,PF,RS-JR,6-10,235,Ramsay,"(Birmingham, AL)",95.31,,Entered,Mississippi State,Auburn
Enoch Boakye,https://www.on3.com/db/enoch-boakye-41885/,PF,SR,6-10,240,George Harris Prep,"(Mississauga, ON)",93.91,,Entered,Villanova,N/A
Malik Presley,https://www.on3.com/db/malik-presley-81962/,SG,SO,6-6,170,San Marcos,"(San Marcos, TX)",90.00,,Entered,Texas,N/A
Cade Tyson,https://www.on3.com/db/cade-tyson-159533/,SF,JR,6-7,210,Carmel Christian,"(Monroe, NC)",91.75,,Entered,North Carolina,N/A
James Okonkwo,https://www.on3.com/db/james-okonkwo-55793/,PF,SR,6-9,230,Beckley Prep Academy,"(Mount Hope, WV)",85.63,,Entered,Akron,Utah
Trey Parker,https://www.on3.com/db/trey-parker-115200/,PG,FR,6-1,178,Overtime Elite,"(Fayetteville, NC)",92.94,,Entered,NC State,N/A
Jacob Dar,https://www.on3.com/db/jacob-dar-250576/,SF,JR,6-7,170,Freedom Christian Academy,"(Omaha, NE)",,,Entered,Rice,N/A
